惦记,remember with concern; worry about,
电脑,computer; CL:臺|台[tai2],
电视,"television; TV; CL:臺|台[tai2],個|个[ge4]",
电台,transmitter-receiver; broadcasting station; radio station; CL:個|个[ge4],
电梯,"elevator; CL:臺|台[tai2],部[bu4]",
电影,"movie; film; CL:部[bu4],片[pian4],幕[mu4],場|场[chang3]",
电源,electric power source,
电子邮件,electronic mail; email; CL:封[feng1],
叼,to hold in the mouth,
雕刻,to carve; to engrave; carving,
雕塑,a statue; a Buddhist image; sculpture; to carve,
吊,to suspend; to hang up; to hang a person,
掉,"to fall; to drop; to lag behind; to lose; to go missing; to reduce; fall (in prices); to lose (value, weight etc); to wag; to swing; to turn; to change; to exchange; to swap; to show off; to shed (hair)",
钓,to fish with a hook and bait,
调查,"investigation; inquiry; to investigate; to survey; survey; (opinion) poll; CL:項|项[xiang4],個|个[ge4]",
调动,to transfer; to maneuver (troops etc),
跌,to drop; to fall; to tumble; Taiwan pr. die2,
丁,cubes of meat and vegetables; man;   members of a family; population; fourth of 10 heavenly stems 十天干; ,
盯,to watch attentively; to fix attention on; to stare; to gaze; to follow; to shadow sb,
叮嘱,to warn repeatedly; to urge; to exhort again and again,
顶,"apex; crown of the head; top; roof; to carry on the head; to push to the top; to go against; most; to replace; to substitute; classifier for headwear, hats, veils etc; to agree or support (internet slang, similar to digg)",
定期,regularly; at regular intervals,
定义,definition,
丢,to lose; to put aside; to throw,
丢人,to lose face,
丢三落四,forgetful; scatterbrained,
东,east; host (i.e. sitting on east side of guest); landlord; surname Dong,
冬,winter,
东道主,host; official host (e.g. venue for games or a conference),
东西,"thing; stuff; person; CL:個|个[ge4],件[jian4]",
东张西望,to look in all directions (idiom); to glance around,
懂,to understand; to know,
董事长,chairman of the board; chairman,
冻,to freeze; to feel very cold; aspic or jelly,
栋,classifier for houses or buildings; ridgepole (old),
洞,cave; hole; zero (unambiguous spoken form when spelling out numbers); CL:個|个[ge4],
动荡,unrest (social or political); turmoil; upheaval; commotion,
动画片,cartoon; animation,
动机,motor; locomotive; motive; motivation; intention,
冻结,"to freeze (loan, wage, price etc)",
动静,sound of activity or people talking; news of activity,
动力,power; motion; propulsion; force,
动脉,artery,
动身,go on a journey; leave,
动手,to hit with hands or fists; to start work; to touch,
动态,development; trend; dynamic state; movement; moving,
动物,"animal; CL:隻|只[zhi1],群[qun2],個|个[ge4]",
洞穴,cave; cavern,
动员,"mobilize; arouse; CL:次[ci4],個|个[ge4]",
动作,movement; motion; action; CL:個|个[ge4],
兜,pocket; bag; to wrap up or hold in a bag; to move in a circle; to canvas or solicit; to take responsibility for; to disclose in detail; combat armor (old),
都,"all, both; entirely (due to) each; even; already",
陡峭,precipitous,
逗,to stay; to stop; to pause (while reading); to tease (play with),
豆腐,tofu; bean curd,
斗争,a struggle; fight; battle,
督促,to urge sb to complete a task,
都市,city; metropolis,
读,"to read; to study; reading of word (i.e. pronunciation), similar to 拼音[pin1 yin1]",
独裁,dictatorship,
独立,independent; independence; to stand alone,
毒品,drugs; narcotics; poison,
独特,unique; distinct; having special characteristics,
赌博,to gamble,
堵车,traffic jam; choking,
堵塞,to block; to stop; blockage,
度过,spend; pass,
杜绝,put an end to,
肚子,belly; abdomen; stomach; CL:個|个[ge4],
端,end; extremity; item; port; to hold sth level with both hands; to carry; regular,
端午节,The Dragon Boat Festival (the 5th day of the 5th lunar month),
端正,upright; regular; proper; correct,
短,short or brief; to lack; weak point; fault,
短促,short in time; fleeting; brief,
短信,text message; SMS,
断,"to break; to snap; to cut off; to give up or abstain from sth; to judge; (usu. used in the negative) absolutely, definitely,decidedly",
段,"paragraph; section; segment; stage (of a process); classifier for stories, periods of time, lengths of thread etc",
断定,to conclude; to determine; to come to a judgment,
断断续续,intermittent; off and on; discontinuous; stop-go; stammering; disjointed; inarticulate,
断绝,to sever; to break off,
锻炼,to engage in physical exercise; to toughen; to temper,
堆,a pile; a mass; heap; stack,
堆积,to pile up; to heap; accumulation,
对,for; to,
对,right,
对比,contrast; balance; CL:個|个[ge4],
对不起,unworthy; to let down; I'm sorry; excuse me; pardon me; if you please; sorry? (please repeat),
对策,countermeasure for dealing with a situation,
对称,symmetry; symmetrical,
对待,to treat; treatment,
对方,counterpart; other person involved; opposite side; other side; receiving party,
对付,to handle; to deal with; to cope; to get by with,
对话,dialog; CL:個|个[ge4],
兑换,to convert; to exchange,
对抗,to withstand; to resist; to stand off; antagonism; confrontation,
对立,to oppose; to set sth against; to be antagonistic to; antithetical; relative opposite; opposing; diametrical,
对联,rhyming couplet; pair of lines of verse written vertically down the sides of a doorway; CL:幅[fu2],
对面,opposite,
对手,opponent; adversary; match,
队伍,ranks; troops; CL:個|个[ge4],
兑现,(of a cheque etc) to cash; to honor a commitment,
对象,target; object; partner; boyfriend; girlfriend; CL:個|个[ge4],
对应,to correspond; a correspondence; corresponding; homologous; matching with sth; counterpart,
对于,regarding; as far as sth is concerned; with regards to,
对照,to contrast; to compare; to place side by side for comparison (as parallel texts); to check,
吨,ton; Taiwan pr. dun4,
蹲,to crouch; to squat,
顿,"stop; pause; to arrange; to lay out; to kowtow; to stamp; at once; classifier for meals, beating, tellings off etc: time, bout, spell, meal",
顿时,at once; immediately; forthwith,
多,many; much; a lot of; numerous; multi-,
多亏,thanks to; luckily,
多么,how (wonderful etc); what (a great idea etc); however (difficult it may be etc),
多少,number; amount; somewhat,
哆嗦,to tremble; to shiver; uncontrolled shaking of the body,
多余,superfluous; unnecessary; surplus,
多元化,diversification; pluralism; to diversify,
朵,"flower; earlobe; fig. item on both sides; classifier for flowers, clouds etc",
躲藏,to hide oneself,
堕落,to morally degenerate; to become depraved; a fall from grace; a fall into sin or depravity,
额外,extra; added; additional,
恶心,nausea; to feel sick; disgust; nauseating,
饿,to be hungry; hungry,
恶化,worsen,
恶劣,vile; nasty; of very poor quality,
遏制,to check; to contain; to hold back; to keep within limits; to constrain; to restrain,
恩怨,(feeling of) resentment; (longstanding) grudge,
而,and; as well as; and so; but (not); yet (not); (indicates causal relation); (indicates change of state); (indicates contrast),
而且,(not only ...) but also; moreover; in addition; furthermore,
儿童,child; CL:個|个[ge4],
而已,that's all; nothing more,
儿子,son,
耳朵,"ear; CL:隻|只[zhi1],個|个[ge4],對|对[dui4]",
耳环,"earring; CL:隻|只[zhi1],對|对[dui4]",
二,two; 2; stupid (Beijing dialect),
二氧化碳,carbon dioxide CO2,
发,to send out; to show (one's feeling); to issue; to develop; classifier for gunshots (rounds),
发表,to issue (a statement); to publish; to issue; to put out,
发布,to release; to issue; to announce; to distribute; also written 發布|发布[fa1 bu4],
发财,to get rich,
发愁,to worry; to fret; to be anxious; to become sad,
发达,developed (country etc); flourishing; to develop,
发呆,to daydream; lost in thought,
发动,to start; to launch; to unleash; to mobilize; to arouse,
发抖,shiver; shudder; tremble; tremulous,
发挥,to display; to exhibit; to bring out implicit or innate qualities; to express (a thought or moral); to develop (an idea); to elaborate (on a theme),
发火,to catch fire; to ignite; to detonate; to get angry,
发觉,to find; to detect; to discover,
发明,to invent; invention; CL:個|个[ge4],
发票,invoice; receipt or bill for purchase,
发烧,have a high temperature (from illness); have a fever,
发射,to shoot (a projectile); to fire (a rocket); to launch; to emit (a particle); to discharge; emanation; emission,
发生,to happen; to occur; to take place; to break out,
发誓,to vow; to pledge; to swear,
发现,to find; to discover,
发行,"to publish; to issue (stocks, currency etc); to release; to distribute (a film)",
发言,statement; utterance; CL:個|个[ge4],
发炎,inflamed from infection or injury; inflammation,
发扬,to develop; to make full use of,
发育,to develop; growth; development,
发展,development; growth; to develop; to grow; to expand,
罚款,(impose a) fine; penalty; fine (monetary),
法律,"law; CL:條|条[tiao2], 套[tao4], 個|个[ge4]",
法人,legal person; corporation; see also 自然人|自然人[zi4 ran2 ren2],
法院,court of law; court,
番,to take turns; order in series; time; a kind of; barbarians,
翻,to turn over; to flip over; to overturn; to translate; to decode,
翻译,"to translate; to interpret; translator; interpreter; translation; interpretation; CL:個|个[ge4],位[wei4],名[ming2]",
繁华,flourishing; bustling,
繁忙,busy; bustling,
烦恼,agonize; agony; annoyance; upset; vexation; worries,
繁荣,prosperous; booming (economy),
凡是,every; all,
繁体字,traditional Chinese character,
繁殖,to breed; to reproduce; to propagate,
反驳,to retort; to refute,
反常,unusual; abnormal,
反倒,but on the contrary; but expectedly,
反动,reaction; reactionary,
反对,to fight against; to oppose; to be opposed to; opposition,
反而,instead; on the contrary; contrary (to expectations),
反复,repeatedly; over and over,
反感,to be disgusted with; to dislike; bad reaction; antipathy,
反抗,to resist; to rebel,
反馈,to send back information; feedback,
反面,reverse side of sth; opposite side of some topic; the other side,
反射,to reflect; reflection (from a mirror etc); reflex (i.e. automatic reaction of organism),
反思,to think back over sth; to review; to revisit; to rethink; reflection; reassessment,
反问,to ask (a question) in reply; to answer a question with a question; rhetorical question,
反应,to react; to respond; reaction; response; reply; chemical reaction; CL:個|个[ge4],
反映,"to mirror; to reflect; mirror image; reflection; fig. to report; to make known; to render; used erroneously for 反應|反应, response or reaction",
反正,to put things back in order; to return to the correct path; in any event; come what may; whatever happens (I'm still sure it's right); anyway,
反之,on the other hand...; conversely...,
范畴,category,
饭馆,restaurant; CL:家[jia1],
泛滥,to be in flood; to overflow (the banks); to inundate; to spread unchecked,
贩卖,to sell; to peddle; to traffic,
范围,range; scope; limit; extent; CL:個|个[ge4],
方,"square; power or involution (mathematics); upright; honest; fair and square; direction; side; party (to a contract, dispute etc); place; method; prescription (medicine); upright or honest; just when; only or just; classifier for square things; abbr. for square or cubic meter",
方案,plan; program (for action etc); proposal; proposed bill; CL:個|个[ge4],
方便,convenient; to help out; to make things easy for people; convenience; suitable; having money to spare; (euphemism) to go to the toilet,
方法,method; way; means; CL:個|个[ge4],
方面,respect; aspect; field; side; CL:個|个[ge4],
方式,way (of life); pattern; style; mode; manner; CL:個|个[ge4],
方位,direction; points of the compass; bearing; position; azimuth,
方向,direction; orientation; path to follow; CL:個|个[ge4],
方言,dialect,
方针,policy; guidelines; CL:個|个[ge4],
妨碍,to hinder; to obstruct,
房东,landlord,
房间,room; CL:間|间[jian1],
防守,defend; protect (against),
防疫,disease prevention; protection against epidemic,
防御,defense,
防止,to prevent; to guard against; to take precautions,
防治,prevention and cure,
仿佛,to seem; as if; alike; similar,
访问,to visit; to call on; to interview; CL:次[ci4],
纺织,spinning and weaving,
放,to release; to free; to let go; to put; to place; to let out; to set off (fireworks),
放大,to enlarge; to magnify,
放弃,to renounce; to abandon; to give up,
放射,to radiate; radioactive,
放手,let go; have a free hand; let go one's hold,
放暑假,take summer vacation,
放松,to loosen; to relax,
放心,to set one's mind at rest; to be at ease; to rest,
非,non-; not-; un-; abbr. for Africa 非洲; wrong; evil-doing; insist on; simply must,
非常,unusual; extraordinary; extreme; very; exceptional,
非法,illegal,
飞机,airplane; CL: 架[jia4],
飞禽走兽,birds and animals; the beasts of the field and the birds of the air,
飞翔,fly,
飞跃,to leap,
肥沃,fertile,
肥皂,"soap; CL:塊|块[kuai4],條|条[tiao2]",
诽谤,slander; libel,
匪徒,gangster; bandit,
肺,lung; CL:個|个[ge4],
废除,to abolish; to abrogate; to repeal,
废话,nonsense; rubbish; superfluous words; You don't say!; No kidding! (gently sarcastic),
沸腾,boiling; ebullition,
废墟,ruins,
费用,"cost; expenditure; expense; CL:筆|笔[bi3],個|个[ge4]",
分,to divide; to separate; to allocate; to distinguish (good and bad); part or subdivision; fraction; one tenth (of certain units); unit of length equivalent to 0.33 cm; minute; a point (in sports or games); 0.01 yuan (unit of money),
分辨,to distinguish; to differentiate; to resolve; to defend against an accusation; to exculpate,
分别,to part or leave each other; to distinguish; difference; in different ways; differently; separately or individually,
分布,distributed; to distribute,
分寸,propriety; appropriate behavior; proper speech or action; within the norms,
纷纷,one after another; in succession; one by one; continuously; diverse; in profusion; numerous and confused; pell-mell,
吩咐,to tell; to instruct; to command,
分红,a bonus; to award a bonus,
分解,to resolve; to decompose; to break down,
分裂,to split up; to divide; to break up; fission,
分泌,secrete,
分明,clearly demarcated; sharply contoured,
分配,to distribute; to assign; to allocate,
分歧,"difference (of opinion, position); bifurcation",
分散,scatter; disperse; distribute,
分手,to split up; to break up,
分析,to analyze; analysis; CL:個|个[ge4],
…分之…,"used for fractions and percentages, e.g. 四分之一 is 1/4 and 百分之一 is 1%",
分钟,minute,
坟墓,sepulcher; tomb,
粉末,fine powder; dust,
粉色,white; light pink; erotic; beautiful woman; powdered (with make-up),
粉碎,crash; break up,
份,"part; share; portion; copy; classifier for gifts, newspaper, magazine, papers, reports, contracts etc",
奋斗,to strive; to struggle,
分量,weight; measure,
愤怒,angry; indignant,
风暴,"storm; violent commotion; fig. crisis (e.g. revolution, uprising, financial crisis etc)",
封闭,to seal; to close; to confine; to seal off; to close down; sealed; confined; closed; unreceptive,
风度,elegance (for men); elegant demeanor; grace; poise,
丰富,rich; plentiful; abundant,
风格,style,
风光,scene; view; sight; landscape; to be well-regarded; to be well-off; grand (topolect); impressive (topolect),
封建,system of enfeoffment; feudalism; feudal; feudalistic,
风景,scenery; landscape; CL:個|个[ge4],
疯狂,madness; extreme popularity,
锋利,sharp (e.g. knife blade); incisive; to the point,
丰满,plentiful; rich; plump; well-rounded,
风气,general mood; atmosphere; common practice,
风趣,humor; wit; humorous; witty,
丰盛,rich; sumptuous,
丰收,bumper harvest,
风俗,social custom; CL:個|个[ge4],
封锁,to blockade; to seal off,
风土人情,local conditions and customs (idiom),
风味,local flavor; local style,
风险,risk; venture; hazard,
逢,to meet by chance; to come across; to fawn upon,
讽刺,to satirize; to mock; irony; satire; sarcasm,
奉献,to consecrate; to dedicate; to devote,
否定,to negate; negative (answer); CL:個|个[ge4],
否决,veto; to overrule; to veto; to reject,
否认,to declare to be untrue; to deny,
否则,if not; otherwise; else; or else,
夫妇,a (married) couple; husband and wife; CL:對|对[dui4],
夫人,lady; madam; Mrs.; CL:位[wei4],
敷衍,to elaborate (on a theme); to expound (the classics); perfunctory; to skimp; to botch; to do sth half-heartedly or just for show; barely enough to get by,
幅,width; roll; classifier for textiles or pictures,
扶,to support with hand; to help sb up; to help,
服从,to obey (an order); to comply; to defer,
幅度,width; extent; range; scope,
符号,symbol; mark; sign,
符合,in keeping with; in accordance with; tallying with; in line with; to agree with; to accord with; to conform to; to correspond with; to manage; to handle,
福利,(material) welfare; well-being,
俘虏,captive,
服气,to be convinced; to accept,
福气,good fortune; to enjoy good fortune,
辐射,radiation,
服务员,waiter; waitress; attendant; customer service personnel; CL:個|个[ge4],
服装,dress; clothing; costume; clothes; CL:身[shen1],
腐败,corruption; corrupt; rotten,
辅导,to coach; to tutor; to give advice (in study),
腐烂,to rot; to become gangrenous,
腐蚀,corrosion; to corrode (degrade chemically); to rot; corruption,
腐朽,rotten; decayed; decadent; degenerate,
抚养,to foster; to bring up; to raise,
俯仰,looking up and down; actions; being obliging,
辅助,to assist; to aid; supplementary; auxiliary; subsidiary,
富,rich; surname Fu,
副,secondary; auxiliary; deputy; assistant; vice-; abbr. for 副詞|副词 adverb; classifier for pairs,
负担,burden; to bear a burden,
覆盖,to cover,
附和,to parrot; to crib; to copy sb's action or words; to trail sb's footsteps; copy-cat,
复活,to bring back to life; to revive; resurrection,
附件,enclosure; attachment (email); appendix,
附近,(in the) vicinity; nearby; neighboring; next to,
付款,pay; payment,
妇女,woman,
父亲,father; also pr. with light tone [fu4 qin5]; CL:個|个[ge4],
附属,subsidiary; auxiliary; attached; affiliated; subordinate; subordinating,
复习,to revise; to review; revision; CL:次[ci4],
腹泻,diarrhea; to have the runs,
复兴,to revive; rebirth,
复印,to photocopy; to duplicate a document,
赋予,to assign; to entrust (a task); to give; to bestow,
富裕,abundant; affluent; richness; affluence,
复杂,complicated; complex,
负责,to be in charge of; to take responsibility for; to be to blame; conscientious,
复制,to duplicate; to make a copy of; to copy; to reproduce; to clone,
副作用,side effect,
改变,to change; to alter; to transform,
改革,to reform; CL:個|个[ge4],
改进,to improve; to make better; CL:個|个[ge4],
改良,improve,
改善,to make better; to improve; CL:個|个[ge4],
改正,to correct; to amend; to put right; correction; CL:個|个[ge4],
盖,lid; top; cover; canopy; to build,
概括,to summarize; to generalize; briefly; CL:個|个[ge4],
概念,concept; idea; CL:個|个[ge4],
盖章,to affix a seal (to sth),
干杯,to drink a toast; Cheers! (proposing a toast); Here's to you!; Bottoms up!; lit. dry cup,
干脆,straightforward; clear-cut; blunt (e.g. statement); you might as well; simply,
尴尬,awkward; embarrassed,
干旱,drought; arid; dry,
干净,clean; neat,
干扰,to interfere; obstruction,
干涉,to interfere; to meddle; interference,
甘心,to be willing to; to resign oneself to,
干预,to meddle; to intervene; intervention,
干燥,"to dry (of weather, paint, cement etc); desiccation; dull; uninteresting; arid",
敢,to dare; daring; (polite) may I venture,
感动,to move (sb); to touch (sb emotionally); moving,
感激,to express thanks; grateful; moved to gratitude,
赶紧,hurriedly,
感觉,to feel; to become aware of; feeling; sense; perception; CL:個|个[ge4],
感慨,lament; with a tinge of emotion or regret,
赶快,at once; immediately,
感冒,"to catch cold; (common) cold; CL:場|场[chang2],次[ci4]",
感情,"feeling; emotion; sensation; likes and dislikes; deep affection for sb or sth; relationship (i.e. love affair); CL:個|个[ge4],種|种[zhong3]",
感染,infection; to infect; to influence,
感受,to sense; perception; to feel (through the senses); a feeling; an impression; an experience,
感想,"impressions; reflections; thoughts; CL:通[tong4],個|个[ge4]",
感谢,(express) thanks; gratitude; grateful; thankful; thanks,
干,to work; to do; to manage,
干活儿,to work; manual labor,
干劲,enthusiasm for doing sth,
扛,to raise aloft with both hands,
刚才,just now; a moment ago,
刚刚,just recently; just a moment ago,
纲领,program; guiding principle,
钢铁,steel,
港口,port; harbor,
港湾,natural harbor; bay serving as harbor,
岗位,a post; a job,
杠杆,lever; pry bar; crowbar; financial leverage,
高,high; tall; above average; loud; your (honorific); surname Gao,
高超,excellent; superlative,
高潮,high tide; high water; upsurge; climax; orgasm; chorus (part of a song),
高档,superior quality; high grade; top grade,
高峰,peak; summit; height,
高级,high level; high grade; advanced; high-ranking,
高考,college entrance exam; abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试[pu3 tong1 gao1 deng3 xue2 xiao4 zhao1 sheng1 quan2 guo2 tong3 yi1 kao3 shi4],
高明,wise; brilliant; superior,
高尚,nobly; lofty,
高速公路,expressway; highway; freeway,
高兴,happy; glad; willing (to do sth); in a cheerful mood,
高涨,upsurge; (tensions etc) run high,
搞,to do; to make; to go in for; to set up; to get hold of; to take care of,
稿件,rough draft; material contributing to a final document,
告别,to leave; to bid farewell to; to say good-bye to,
告辞,to take leave,
告诫,to warn; to admonish,
告诉,to tell; to inform; to let know,
割,to cut; to cut apart,
搁,to place; to put aside; to shelve,
胳膊,"arm; CL:隻|只[zhi1],條|条[tiao2],雙|双[shuang1]",
疙瘩,swelling or lump on skin; pimple; knot; preoccupation; problem,
哥哥,"older brother; CL:個|个[ge4],位[wei4]",
歌颂,sing the praises of; extol; eulogize,
鸽子,pigeon; dove; various birds of the species Columbidae,
隔壁,next door,
隔阂,estrangement,
格局,structure; pattern; layout,
隔离,to separate; to isolate,
革命,revolution; revolutionary (politics); CL:次[ci4],
格式,form; specification; format,
格外,especially; particularly,
个,individual; this; that; size; classifier for people or objects in general,
各,each; every,
个别,individual; specific; respective; just one or two,
个人,individual; personal; oneself,
各抒己见,everyone gives their own view,
个体,individual,
个性,individuality; personality,
各自,each; respective; apiece,
个子,height; stature; build; size,
给,to; for; for the benefit of; to give; to allow; to do sth (for sb); (passive particle),
根,"root; basis; classifier for long slender objects, e.g. cigarettes, guitar strings; CL:條|条[tiao2]; radical (chemistry)",
跟,heel; to follow closely; to go with; to marry sb (of woman); with; towards; as (compared to); from (different from); and (in addition to),
根本,fundamental; basic; root; simply; absolutely (not); (not) at all; CL:個|个[ge4],
根据,according to; based on; basis; foundation; CL:個|个[ge4],
跟前,in front of; close to; nearby; the time just before,
根深蒂固,deep-rooted (problem etc),
跟随,to follow,
根源,origin; root (cause),
跟踪,to follow sb's tracks; to tail; to shadow,
耕地,arable land; to plow land,
更新,to replace the old with new; to renew; to renovate; to upgrade; to update; to regenerate,
更正,to correct; to make a correction,
更,even more; furthermore,
更加,more (than sth else); even more,
公安局,Public Security Bureau,
公布,to announce; to make public; to publish,
供不应求,supply does not meet demand,
工厂,"factory; CL:家[jia1],座[zuo4]",
工程师,"engineer; CL:個|个[ge4],位[wei4],名[ming2]",
公道,justice; fairness; public highway,
宫殿,palace; CL:座[zuo4],
工夫,time; skill,
功夫,skill; art; kung fu; labor; effort,
公告,post; announcement,
公共汽车,"bus; CL:輛|辆[liang4],班[ban1]",
公关,public relations,
攻击,to attack; to accuse; to charge; an attack (terrorist or military),
供给,to furnish; to provide; supply (as in supply and demand),
公斤,kilogram (kg),
恭敬,deferential; with respect,
工具,tool; instrument; utensil; means (to achieve a goal etc),
公开,public; to publish; to make public,
功课,homework; assignment; task; classwork; lesson; study; CL:門|门[men2],
攻克,to capture; to take,
功劳,contribution; meritorious service; credit,
公里,kilometer,
公民,citizen,
功能,function; capability,
公平,fair; impartial,
公婆,husband's parents; parents-in-law,
公然,openly; publicly; undisguised,
工人,"worker; CL:個|个[ge4],名[ming2]",
公认,publicly known (to be); accepted (as),
公式,formula,
公司,(business) company; company; firm; corporation; incorporated; CL:家[jia1],
公务,official business,
功效,efficacy,
工业,industry; CL:種|种[zhong3],
工艺品,handicraft article; handiwork; CL:個|个[ge4],
公寓,apartment building; block of flats; CL:套|套[tao4],
公元,(year) AD; Christian era,
公园,public park; CL:場|场[chang3],
公正,just; fair; equitable,
公证,notarization; notarized; acknowledgement,
公主,princess,
工资,"wages; pay; CL:個|个[ge4],份[fen4],月[yue4]",
工作,"job; work; construction; task; CL:個|个[ge4],份[fen4],項|项[xiang4]",
巩固,to consolidate; consolidation; to strengthen,
共和国,republic,
共计,to sum up to; to total,
共鸣,physical resonance; sympathetic response to sth,
共同,common; joint; jointly; together; collaborative,
贡献,to contribute; to dedicate; to devote; contribution; CL:個|个[ge4],
勾结,to collude with; to collaborate with; to gang up with,
沟通,communicate,
钩子,hook,
狗,"dog; CL:隻|只[zhi1],條|条[tiao2]",
够,to reach; to be enough,
构成,to constitute; to form; to compose; to make up; to configure (computing),
构思,to outline a story; to make a preliminary sketch,
购物,shopping,
孤单,lone; lonely; loneliness,
孤独,lonely; solitary,
辜负,to fail to live up (to expectations); unworthy (of trust); to let down; to betray (hopes); to disappoint,
姑姑,paternal aunt; CL:個|个[ge4],
估计,to estimate; to reckon; CL:個|个[ge4],
孤立,isolate; isolated,
姑娘,girl; young woman; young lady; daughter; CL:個|个[ge4],
姑且,temporarily; the time being; for the moment; provisional; tentatively,
古代,ancient times; olden times,
古典,classical,
股东,shareholder; stockholder,
古董,curio; antique,
鼓动,to agitate; to arouse; to instigate; to encite,
股份,a share (in a company); stock,
骨干,diaphysis (long segment of a bone); fig. backbone,
古怪,eccentric; grotesque; oddly; queer,
古老,ancient; old; age-old,
鼓励,to encourage,
股票,share; stock (market),
骨头,"bone; strong character; CL:根[gen1],塊|块[kuai4]",
鼓舞,heartening (news); boost (morale); CL:個|个[ge4],
鼓掌,to applaud; to clap,
固定,fixed; set; regular,
顾客,client; customer; CL:位[wei4],
顾虑,misgivings; apprehensions,
固然,admittedly (it's true that...),
故事,story; tale; narrative,
固体,solid,
顾问,adviser; consultant,
故乡,home; homeland; native place; CL:個|个[ge4],
故意,deliberately; on purpose,
雇佣,to employ; to hire,
固有,intrinsic to sth; inherent; native,
故障,malfunction; breakdown; defect; shortcoming; fault; failure; impediment; error; bug (in software),
固执,persistent; stubborn,
刮风,to be windy,
挂,to hang or suspend (from a hook etc); (of a telephone call) to hang up; to be worried or concerned; to make a phone call (topolect); to register or record; to hitch; classifier for sets or clusters of objects,
挂号,to register (a letter etc),
乖,"(of a child) obedient, well-behaved; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal",
拐弯,to go round a curve; to turn a corner; fig. a new direction,
拐杖,crutches; crutch; walking stick,
怪不得,lit. you can't blame it!; no wonder!; so that's why!,
关,mountain pass; to close; to shut; to turn off; to concern; to involve,
官,official; government; organ of body; CL:個|个[ge4],
关闭,to close; to shut,
观察,to observe; to watch; to survey; to examine; observation; view; perspective; CL:個|个[ge4],
观点,point of view; viewpoint; standpoint; CL:個|个[ge4],
官方,official; (by the) government,
观光,to tour; sightseeing; tourism,
关怀,care; solicitude; to show care for; concerned about; attentive to,
关键,crucial point; crux; CL:個|个[ge4]; key; crucial; pivotal,
观念,notion; thought; concept; sense; views; ideology; general impressions,
关系,relation; relationship; to concern; to affect; to have to do with; guanxi; CL:個|个[ge4],
关心,to care for sth; caring; concerned,
关于,pertaining to; concerning; regarding; with regards to; about; a matter of,
关照,to take care; to keep an eye on; to look after; to tell; to remind,
观众,spectators; audience; visitors (to an exhibition etc),
管理,to supervise; to manage; to administer; management; administration; CL:個|个[ge4],
管辖,to administer; to have jurisdiction (over),
管子,tube; pipe; drinking straw; CL:根[gen1],
罐,can; jar; pot,
贯彻,to implement; to put into practice; to carry out,
灌溉,to irrigate,
冠军,champion; CL:個|个[ge4],
惯例,conventional,
罐头,tin; can; CL:個|个[ge4],
光,light; ray; CL:道[dao4]; bright; only; merely; to use up,
光彩,luster; splendor; radiance; brilliance,
光滑,glossy; sleek; smooth,
光辉,radiance; glory; brilliant; magnificent,
光临,(honorific) Welcome!; You honor us with your presence.; It is an honor to have you.,
光芒,rays of light; brilliant rays; radiance,
光明,light; illumination; radiance (esp. glory of Buddha etc); fig. bright prospect; openhearted,
光盘,"compact disc; CD or DVD; CD ROM; CL:片[pian4],張|张[zhang1]",
光荣,honor and glory; CL:個|个[ge4],
广播,broadcast; widely spread; CL:個|个[ge4],
广场,a public square (e.g. Tiananmen Square); plaza; CL:個|个[ge4],
广大,(of an area) vast or extensive; large-scale; widespread; (of people) numerous,
广泛,extensive; wide range,
广告,to advertise; a commercial; advertisement; CL:項|项[xiang4],
广阔,wide; vast,
逛,to stroll; to visit,
规定,provision; to fix; to set; to formulate; to stipulate; to provide; regulation; rule; CL:個|个[ge4],
规范,norm; standard; specification; regulation; rule; within the rules; to fix rules; to regulate; to specify,
规格,standard; norm; specification,
归根到底,(saying) to sum it up...,
规划,plan; program,
归还,to return sth; to revert,
规矩,lit. compass and set square; fig. established standard; rule; customs; practices; fig. upright and honest; well-behaved,
规律,rule (e.g. of science); law of behavior; regular pattern; rhythm; discipline,
规模,scale; scope; extent; CL:個|个[ge4],
归纳,to sum up; to summarize; to conclude from facts; induction (method of deduction in logic),
规则,rule; regulation; rules and regulations,
规章,rule; regulation,
轨道,orbit; railway or tram line; fig. conventional way of thinking,
贵,expensive; noble; your (name); precious,
跪,kneel,
柜台,sales counter; front desk; bar,
贵族,lord; nobility; nobleman; noblewoman; aristocrat; aristocracy,
滚,to boil; to roll; get lost (imperative); take a hike,
棍棒,club,
锅,"pot; pan; boiler; CL:口[kou3],隻|只[zhi1]",
国防,national defense,
国籍,nationality,
国际,international,
国家,country; nation; state; CL:個|个[ge4],
国庆节,PRC National Day (October 1st),
国务院,State Council (PRC); State Department (USA),
果断,firm; decisive,
果然,really; sure enough; as expected,
果实,fruit; gains,
果汁,fruit juice,
过,to pass (time); to celebrate (a holiday); to live; to get along,
过程,course of events; process; CL:個|个[ge4],
过度,excessive; over-; excess; going too far; extravagant; intemperate; overdue,
过渡,to cross over (by ferry); transition; interim; caretaker (administration),
过分,excessive; undue; overly,
过奖,to over-praise; to flatter,
过滤,to filter; filter,
过敏,to be allergic; allergy,
过期,to be overdue; to exceed the time limit; to expire (as in expiration date),
过去,(in the) past; former; previous; to go over; to pass by,
过失,defect; fault,
过问,to show an interest in; to get involved with,
